iter	Passed	Remaining
1649	140023	114565
1650	140117	114487
1651	140206	114405
1652	140304	114332
1653	140404	114259
1654	140503	114185
1655	140584	114097
1656	140650	113997
1657	140756	113929
1658	140826	113832
1659	140907	113744
1660	140999	113665
1661	141079	113576
1662	141171	113497
1663	141231	113392
1664	141327	113316
1665	141419	113237
1666	141517	113162
1667	141607	113082
1668	141683	112990
1669	141772	112908
1670	141864	112829
1671	141954	112748
1672	142059	112679
1673	142161	112607
1674	142231	112511
1675	142308	112420
1676	142368	112315
1677	142463	112239
1678	142560	112163
1679	142623	112061
1680	142709	111977
1681	142780	111881
1682	142885	111812
1683	142967	111725
1684	143050	111639
1685	143142	111559
1686	143233	111479
1687	143325	111400
1688	143396	111304
1689	143488	111225
1690	143587	111150
1691	143684	111075
1692	143788	111005
1693	143881	110926
1694	143961	110837
1695	144034	110743
1696	144129	110666
1697	144217	110583
1698	144273	110476
1699	144336	110375
1700	144426	110293
1701	144491	110193
1702	144575	110108
1703	144634	110003
1704	144719	109919
1705	144810	109838
1706	144876	109739
1707	144959	109653
1708	145037	109563
1709	145120	109477
1710	145194	109384
1711	145290	109307
1712	145376	109223
1713	145449	109129
1714	145539	109048
1715	145617	108958
1716	145680	108856
1717	145774	108778
1718	145868	108701
1719	145956	108618
1720	146047	108538
1721	146136	108456
1722	146203	108358
1723	146295	108278
1724	146401	108209
1725	146493	108130
1726	146584	108049
1727	146647	107949
1728	146723	107857
1729	146813	107776
1730	146899	107692
1731	146983	107606
1732	147058	107515
1733	147152	107436
1734	147225	107343
1735	147314	107261
1736	147399	107176
1737	147461	107074
1738	147546	106990
1739	147649	106918
1740	147731	106831
1741	147812	106744
1742	147908	106667
1743	148003	106589
1744	148090	106506
1745	148183	106427
1746	148277	106348
1747	148360	106263
1748	148425	106163
1749	148507	106076
1750	148601	105998
1751	148687	105914
1752	148755	105817
1753	148847	105737
1754	148930	105651
1755	149014	105566
1756	149095	105478
1757	149180	105393
1758	149257	105303
1759	149337	105215
1760	149423	105131
1761	149506	105044
1762	149601	104967
1763	149666	104868
1764	149757	104788
1765	149843	104703
1766	149919	104613
1767	150001	104525
1768	150085	104440
1769	150182	104364
1770	150267	104279
1771	150354	104195
1772	150434	104108
1773	150500	104009
1774	150582	103923
1775	150647	103824
1776	150720	103731
1777	150793	103638
1778	150890	103562
1779	150979	103480
1780	151053	103388
1781	151134	103300
1782	151205	103206
1783	151281	103115
1784	151356	103024
1785	151432	102933
1786	151521	102851
1787	151598	102761
1788	151682	102675
1789	151777	102598
1790	151846	102502
1791	151921	102411
1792	152016	102333
1793	152126	102265
1794	152203	102175
1795	152265	102075
1796	152342	101985
1797	152405	101886
1798	152502	101809
1799	152595	101730
1800	152693	101654
1801	152769	101563
1802	152853	101478
1803	152934	101391
1804	153021	101308
1805	153104	101222
1806	153194	101140
1807	153270	101050
1808	153357	100966
1809	153424	100870
1810	153513	100788
1811	153590	100698
1812	153688	100622
1813	153774	100538
1814	153857	100452
1815	153974	100388
1816	154058	100303
1817	154197	100253
1818	154309	100186
1819	154419	100118
1820	154522	100044
1821	154625	99971
1822	154704	99883
1823	154806	99809
1824	154905	99733
1825	154985	99645
1826	155084	99570
1827	155150	99472
1828	155232	99386
1829	155327	99307
1830	155414	99224
1831	155495	99136
1832	155567	99043
1833	155659	98963
1834	155767	98893
1835	155869	98819
1836	155957	98736
1837	156033	98645
1838	156140	98574
1839	156238	98498
1840	156337	98421
1841	156431	98343
1842	156504	98250
1843	156587	98164
1844	156666	98075
1845	156767	98001
1846	156856	97918
1847	156949	97838
1848	157049	97763
1849	157182	97708
1850	157297	97641
1851	157402	97569
1852	157505	97495
1853	157595	97413
1854	157684	97330
1855	157781	97252
1856	157897	97187
1857	157985	97103
1858	158116	97047
1859	158243	96988
1860	158344	96912
1861	158449	96839
1862	158522	96747
1863	158608	96662
1864	158680	96569
1865	158776	96491
1866	158874	96414
1867	158942	96318
1868	159048	96246
1869	159141	96165
1870	159258	96099
1871	159362	96026
1872	159472	95956
1873	159588	95889
1874	159676	95806
1875	159790	95737
1876	159889	95661
1877	160019	95602
1878	160136	95536
1879	160236	95460
1880	160321	95374
1881	160407	95289
1882	160491	95204
1883	160603	95134
1884	160705	95059
1885	160806	94983
1886	160908	94907
1887	161011	94832
1888	161120	94761
1889	161254	94705
1890	161352	94627
1891	161466	94558
1892	161585	94492
1893	161707	94429
1894	161785	94339
1895	161852	94243
1896	161951	94165
1897	162039	94081
1898	162122	93995
1899	162202	93906
1900	162312	93835
1901	162381	93740
1902	162516	93683
1903	162648	93625
1904	162752	93550
1905	162876	93487
1906	162996	93421
1907	163082	93336
1908	163183	93259
1909	163308	93197
1910	163410	93120
1911	163497	93036
1912	163590	92955
1913	163708	92888
1914	163816	92815
1915	163910	92734
1916	163992	92646
1917	164076	92560
1918	164179	92484
1919	164277	92406
1920	164393	92337
1921	164466	92244
1922	164583	92177
1923	164659	92086
1924	164749	92002
1925	164822	91910
1926	164888	91813
1927	164989	91736
1928	165116	91674
1929	165214	91595
1930	165285	91502
1931	165395	91429
1932	165486	91347
1933	165569	91260
1934	165638	91165
1935	165716	91075
1936	165816	90997
1937	165911	90917
1938	166008	90837
1939	166103	90757
1940	166204	90680
1941	166291	90595
1942	166369	90505
1943	166449	90416
1944	166540	90334
1945	166631	90251
1946	166707	90160
1947	166773	90064
1948	166848	89973
1949	166950	89896
1950	167015	89799
1951	167115	89721
1952	167186	89628
1953	167281	89547
1954	167363	89460
1955	167465	89383
1956	167553	89298
1957	167648	89218
1958	167732	89132
1959	167827	89051
1960	167951	88985
1961	168028	88895
1962	168118	88812
1963	168204	88727
1964	168292	88642
1965	168381	88558
1966	168494	88487
1967	168579	88401
1968	168659	88312
1969	168743	88226
1970	168812	88131
1971	168878	88036
1972	168943	87939
1973	169037	87858
1974	169108	87765
1975	169181	87672
1976	169271	87589
1977	169357	87504
1978	169445	87419
1979	169546	87341
1980	169627	87253
1981	169761	87193
1982	169861	87114
1983	169946	87028
1984	170042	86948
1985	170112	86854
1986	170184	86762
1987	170268	86675
1988	170355	86591
1989	170457	86513
1990	170552	86432
1991	170630	86343
1992	170693	86245
1993	170767	86154
1994	170837	86061
1995	170933	85980
1996	171023	85897
1997	171107	85810
1998	171176	85716
1999	171272	85636
2000	171367	85555
2001	171464	85475
2002	171557	85393
2003	171635	85303
2004	171726	85220
2005	171820	85139
2006	171905	85053
2007	171971	84958
2008	172061	84874
2009	172146	84788
2010	172243	84708
2011	172330	84623
2012	172436	84547
2013	172530	84466
2014	172634	84389
2015	172715	84301
2016	172823	84227
2017	172914	84143
2018	173002	84059
2019	173097	83977
2020	173245	83922
2021	173340	83841
2022	173411	83748
2023	173496	83662
2024	173599	83584
2025	173717	83514
2026	173809	83431
2027	173898	83347
2028	173973	83257
2029	174056	83169
2030	174141	83083
2031	174213	82991
2032	174306	82909
2033	174394	82824
2034	174495	82745
2035	174591	82665
2036	174694	82587
2037	174794	82508
2038	174890	82427
2039	174988	82347
2040	175092	82270
2041	175198	82194
2042	175286	82109
2043	175368	82021
2044	175454	81936
2045	175570	81864
2046	175673	81786
2047	175750	81696
2048	175840	81612
2049	175931	81529
2050	176016	81443
2051	176076	81345
2052	176154	81255
2053	176234	81167
2054	176344	81092
2055	176421	81002
2056	176489	80908
2057	176588	80828
2058	176664	80739
2059	176747	80651
2060	176832	80565
2061	176922	80481
2062	177030	80405
2063	177101	80313
2064	177193	80230
2065	177294	80151
2066	177386	80068
2067	177450	79973
2068	177539	79888
2069	177644	79811
2070	177740	79730
2071	177829	79645
2072	177917	79560
2073	178015	79480
2074	178108	79397
2075	178187	79308
2076	178291	79231
2077	178377	79145
2078	178464	79060
2079	178528	78964
2080	178608	78876
2081	178685	78786
2082	178761	78696
2083	178845	78609
2084	178916	78517
2085	178996	78428
2086	179075	78340
2087	179143	78246
2088	179229	78160
2089	179322	78078
2090	179411	77993
2091	179493	77906
2092	179576	77819
2093	179694	77747
2094	179781	77662
2095	179855	77571
2096	179939	77484
2097	180027	77399
2098	180117	77315
2099	180217	77236
2100	180300	77149
2101	180366	77054
2102	180448	76967
2103	180535	76882
2104	180625	76798
2105	180715	76714
2106	180776	76617
2107	180853	76528
2108	180935	76440
2109	181018	76353
2110	181092	76263
2111	181176	76176
2112	181247	76084
2113	181307	75987
2114	181379	75896
2115	181469	75812
2116	181547	75723
2117	181602	75625
2118	181681	75536
2119	181749	75443
2120	181802	75344
2121	181897	75261
2122	181979	75174
2123	182064	75088
2124	182160	75007
2125	182228	74914
2126	182301	74823
2127	182361	74727
2128	182416	74628
2129	182498	74541
2130	182566	74448
2131	182625	74352
2132	182724	74272
2133	182826	74192
2134	182915	74108
2135	183008	74025
2136	183076	73932
2137	183156	73845
2138	183211	73747
2139	183300	73662
2140	183385	73576
2141	183456	73485
2142	183542	73399
2143	183644	73320
2144	183731	73235
2145	183823	73152
2146	183910	73067
2147	183967	72970
2148	184032	72876
2149	184103	72784
2150	184179	72695
2151	184242	72601
2152	184309	72508
2153	184368	72412
2154	184452	72325
2155	184536	72239
2156	184626	72155
2157	184699	72065
2158	184786	71980
2159	184877	71896
2160	184985	71819
2161	185069	71733
2162	185148	71645
2163	185251	71566
2164	185332	71479
2165	185426	71396
2166	185507	71309
2167	185589	71222
2168	185681	71139
2169	185755	71049
2170	185881	70979
2171	185992	70903
2172	186067	70813
2173	186151	70727
2174	186216	70633
2175	186302	70548
2176	186383	70461
2177	186469	70375
2178	186562	70292
2179	186645	70205
2180	186716	70115
2181	186801	70029
2182	186878	69940
2183	186956	69851
2184	187028	69761
2185	187110	69674
2186	187199	69589
2187	187281	69503
2188	187354	69412
2189	187442	69327
2190	187528	69242
2191	187601	69152
2192	187677	69063
2193	187757	68975
2194	187837	68888
2195	187924	68803
2196	188009	68717
2197	188094	68631
2198	188174	68543
2199	188259	68458
2200	188339	68370
2201	188414	68281
2202	188472	68185
2203	188563	68101
2204	188648	68016
2205	188730	67929
2206	188811	67842
2207	188904	67759
2208	188977	67669
2209	189041	67575
2210	189107	67483
2211	189179	67393
2212	189253	67303
2213	189315	67209
2214	189401	67124
2215	189481	67036
2216	189561	66949
2217	189651	66865
2218	189731	66777
2219	189811	66690
2220	189900	66606
2221	189991	66522
2222	190072	66435
2223	190154	66348
2224	190236	66262
2225	190321	66176
2226	190397	66087
2227	190476	66000
2228	190548	65909
2229	190625	65821
2230	190703	65733
2231	190788	65647
2232	190855	65555
2233	190955	65475
2234	191041	65390
2235	191127	65304
2236	191202	65215
2237	191288	65130
2238	191384	65048
2239	191480	64966
2240	191556	64877
2241	191637	64790
2242	191714	64702
2243	191795	64615
2244	191881	64530
2245	191968	64445
2246	192047	64357
2247	192119	64267
2248	192188	64176
2249	192263	64087
2250	192355	64004
2251	192430	63915
2252	192498	63824
2253	192589	63740
2254	192646	63646
2255	192706	63552
2256	192775	63461
2257	192857	63374
2258	192930	63285
2259	192992	63192
2260	193055	63099
2261	193127	63009
2262	193212	62924
2263	193295	62838
2264	193353	62743
2265	193444	62660
2266	193525	62573
2267	193608	62487
2268	193698	62403
2269	193788	62319
2270	193880	62236
2271	193978	62155
2272	194060	62068
2273	194144	61982
2274	194217	61893
2275	194298	61806
2276	194372	61717
2277	194455	61631
2278	194522	61540
2279	194601	61452
2280	194677	61364
2281	194758	61278
2282	194817	61184
2283	194906	61100
2284	194962	61005
2285	195036	60916
2286	195132	60835
2287	195225	60752
2288	195298	60662
2289	195359	60569
2290	195412	60474
2291	195488	60386
2292	195564	60298
2293	195651	60213
2294	195741	60129
2295	195802	60037
2296	195851	59940
2297	195944	59857
2298	196006	59765
2299	196061	59670
2300	196132	59581
2301	196200	59490
2302	196258	59397
2303	196332	59308
2304	196386	59214
2305	196477	59130
2306	196552	59042
2307	196616	58951
2308	196711	58868
2309	196804	58785
2310	196864	58693
2311	196915	58597
2312	196995	58510
2313	197053	58417
2314	197126	58328
2315	197213	58244
2316	197282	58154
2317	197353	58065
2318	197439	57980
2319	197501	57888
2320	197566	57797
2321	197656	57713
2322	197747	57630
2323	197835	57546
2324	197913	57458
2325	197980	57368
2326	198074	57285
2327	198160	57201
2328	198252	57117
2329	198333	57031
2330	198394	56939
2331	198478	56854
2332	198543	56763
2333	198614	56674
2334	198669	56580
2335	198751	56494
2336	198812	56402
2337	198884	56313
2338	198950	56223
2339	199020	56133
2340	199107	56049
2341	199166	55957
2342	199223	55864
2343	199305	55778
2344	199379	55690
2345	199473	55607
2346	199540	55517
2347	199619	55430
2348	199674	55337
2349	199764	55254
2350	199850	55169
2351	199933	55083
2352	200012	54996
2353	200083	54908
2354	200182	54826
2355	200239	54734
2356	200311	54645
2357	200400	54561
2358	200478	54475
2359	200560	54389
2360	200634	54301
2361	200689	54208
2362	200775	54123
2363	200829	54030
2364	200903	53942
2365	200954	53848
2366	201028	53760
2367	201114	53675
2368	201170	53583
2369	201247	53496
2370	201313	53406
2371	201374	53315
2372	201460	53230
2373	201524	53140
2374	201587	53049
2375	201653	52959
2376	201740	52875
2377	201818	52788
2378	201892	52700
2379	201974	52615
2380	202064	52531
2381	202147	52446
2382	202209	52355
2383	202295	52270
2384	202376	52185
2385	202444	52096
2386	202524	52009
2387	202592	51920
2388	202671	51834
2389	202777	51754
2390	202857	51668
2391	202937	51582
2392	203045	51503
2393	203131	51419
2394	203240	51340
2395	203320	51254
2396	203418	51172
2397	203519	51092
2398	203610	51008
2399	203673	50918
2400	203749	50831
2401	203822	50743
2402	203895	50655
2403	203979	50570
2404	204060	50484
2405	204129	50396
2406	204206	50309
2407	204291	50224
2408	204364	50136
2409	204438	50049
2410	204514	49962
2411	204602	49878
2412	204685	49792
2413	204773	49708
2414	204859	49624
2415	204930	49536
2416	205005	49449
2417	205069	49359
2418	205138	49270
2419	205222	49185
2420	205299	49098
2421	205372	49011
2422	205440	48922
2423	205520	48836
2424	205591	48748
2425	205650	48657
2426	205722	48569
2427	205778	48478
2428	205852	48391
2429	205931	48304
2430	206000	48216
2431	206066	48127
2432	206146	48041
2433	206210	47952
2434	206281	47864
2435	206367	47779
2436	206452	47694
2437	206514	47605
2438	206599	47520
2439	206659	47429
2440	206735	47343
2441	206811	47256
2442	206894	47171
2443	206972	47085
2444	207044	46997
2445	207119	46910
2446	207183	46821
2447	207244	46731
2448	207316	46644
2449	207371	46552
2450	207443	46465
2451	207515	46377
2452	207580	46288
2453	207630	46196
2454	207698	46108
2455	207763	46019
2456	207820	45928
2457	207891	45840
2458	207953	45751
2459	208026	45664
2460	208105	45578
2461	208179	45491
2462	208255	45405
2463	208329	45318
2464	208414	45234
2465	208478	45145
2466	208558	45059
2467	208637	44973
2468	208726	44890
2469	208804	44804
2470	208877	44717
2471	208964	44633
2472	209046	44548
2473	209107	44458
2474	209171	44369
2475	209233	44280
2476	209299	44191
2477	209371	44104
2478	209435	44016
2479	209503	43928
2480	209570	43840
2481	209619	43748
2482	209690	43660
2483	209754	43572
2484	209840	43488
2485	209899	43398
2486	209963	43309
2487	210031	43221
2488	210115	43137
2489	210204	43053
2490	210272	42966
2491	210339	42878
2492	210409	42790
2493	210505	42708
2494	210586	42623
2495	210647	42534
2496	210727	42449
2497	210781	42358
2498	210872	42275
2499	210934	42186
2500	211012	42101
2501	211101	42017
2502	211198	41935
2503	211288	41852
2504	211348	41763
2505	211413	41675
2506	211513	41594
2507	211589	41507
2508	211669	41422
2509	211748	41337
2510	211833	41253
2511	211904	41166
2512	211976	41079
2513	212037	40990
2514	212119	40905
2515	212189	40818
2516	212276	40734
2517	212338	40646
2518	212402	40558
2519	212468	40470
2520	212550	40385
2521	212635	40301
2522	212710	40215
2523	212783	40128
2524	212848	40040
2525	212925	39955
2526	213004	39869
2527	213084	39784
2528	213167	39700
2529	213243	39614
2530	213299	39524
2531	213359	39436
2532	213412	39346
2533	213474	39257
2534	213542	39170
2535	213628	39086
2536	213711	39002
2537	213790	38916
2538	213853	38828
2539	213937	38744
2540	214018	38659
2541	214084	38572
2542	214139	38482
2543	214212	38396
2544	214301	38313
2545	214355	38223
2546	214427	38137
2547	214511	38053
2548	214586	37967
2549	214674	37883
2550	214751	37798
2551	214828	37712
2552	214905	37627
2553	214987	37542
2554	215070	37458
2555	215147	37373
2556	215207	37284
2557	215298	37201
2558	215387	37118
2559	215459	37032
2560	215530	36945
2561	215608	36860
2562	215685	36775
2563	215761	36689
2564	215832	36603
2565	215913	36518
2566	215980	36431
2567	216050	36344
2568	216114	36257
2569	216185	36171
2570	216261	36085
2571	216349	36002
2572	216428	35917
2573	216490	35829
2574	216568	35744
2575	216628	35656
2576	216702	35570
2577	216777	35484
2578	216843	35397
2579	216919	35312
2580	216982	35224
2581	217059	35139
2582	217135	35054
2583	217215	34969
2584	217282	34882
2585	217343	34795
2586	217414	34708
2587	217476	34621
2588	217529	34532
2589	217614	34448
2590	217693	34363
2591	217760	34277
2592	217836	34191
2593	217911	34106
2594	217991	34021
2595	218066	33936
2596	218141	33850
2597	218219	33766
2598	218290	33680
2599	218362	33594
2600	218447	33510
2601	218506	33422
2602	218566	33334
2603	218650	33251
2604	218722	33165
2605	218795	33079
2606	218876	32995
2607	218962	32911
2608	219055	32828
2609	219138	32744
2610	219207	32658
2611	219265	32570
2612	219351	32487
2613	219430	32402
2614	219510	32318
2615	219573	32231
2616	219647	32145
2617	219728	32061
2618	219805	31976
2619	219897	31893
2620	219981	31809
2621	220063	31725
2622	220137	31640
2623	220219	31555
2624	220303	31471
2625	220381	31387
2626	220464	31303
2627	220518	31214
2628	220588	31129
2629	220662	31043
2630	220734	30958
2631	220812	30873
2632	220892	30789
2633	220962	30703
2634	221036	30617
2635	221109	30532
2636	221189	30448
2637	221269	30363
2638	221358	30280
2639	221430	30195
2640	221508	30110
2641	221584	30025
2642	221660	29940
2643	221742	29856
2644	221819	29771
2645	221885	29685
2646	221951	29599
2647	222007	29511
2648	222069	29424
2649	222145	29339
2650	222221	29255
2651	222290	29169
2652	222379	29086
2653	222462	29002
2654	222541	28917
2655	222617	28832
2656	222687	28747
2657	222761	28662
2658	222825	28575
2659	222901	28491
2660	222974	28405
2661	223048	28320
2662	223112	28234
2663	223203	28151
2664	223271	28066
2665	223358	27982
2666	223428	27897
2667	223509	27813
2668	223598	27729
2669	223690	27647
2670	223772	27563
2671	223859	27479
2672	223935	27394
2673	224016	27310
2674	224097	27226
2675	224164	27141
2676	224236	27055
2677	224310	26970
2678	224369	26884
2679	224433	26798
2680	224519	26714
2681	224616	26632
2682	224697	26548
2683	224778	26464
2684	224873	26381
2685	224942	26296
2686	225016	26211
2687	225111	26129
2688	225196	26045
2689	225284	25962
2690	225366	25878
2691	225440	25793
2692	225517	25708
2693	225593	25624
2694	225666	25539
2695	225728	25453
2696	225811	25369
2697	225884	25284
2698	225953	25198
2699	226024	25113
2700	226082	25027
2701	226155	24942
2702	226220	24856
2703	226301	24772
2704	226376	24688
2705	226465	24604
2706	226541	24520
2707	226610	24435
2708	226688	24350
2709	226779	24267
2710	226847	24182
2711	226919	24097
2712	226992	24012
2713	227071	23928
2714	227147	23844
2715	227204	23757
2716	227274	23672
2717	227342	23587
2718	227424	23503
2719	227475	23416
2720	227549	23331
2721	227626	23247
2722	227691	23162
2723	227762	23077
2724	227833	22992
2725	227920	22909
2726	227946	22819
2727	228013	22734
2728	228095	22650
2729	228155	22564
2730	228242	22481
2731	228319	22397
2732	228393	22312
2733	228450	22226
2734	228510	22140
2735	228587	22056
2736	228653	21971
2737	228716	21885
2738	228788	21801
2739	228874	21717
2740	228950	21633
2741	229022	21549
2742	229093	21464
2743	229167	21380
2744	229240	21295
2745	229298	21209
2746	229374	21125
2747	229440	21040
2748	229510	20955
2749	229580	20870
2750	229662	20787
2751	229728	20702
2752	229795	20617
2753	229875	20533
2754	229959	20450
2755	230034	20365
2756	230115	20282
2757	230194	20198
2758	230260	20113
2759	230331	20028
2760	230404	19944
2761	230463	19858
2762	230536	19774
2763	230606	19689
2764	230662	19604
2765	230725	19519
2766	230806	19435
2767	230883	19351
2768	230953	19266
2769	231038	19183
2770	231117	19099
2771	231174	19014
2772	231264	18931
2773	231327	18846
2774	231397	18761
2775	231482	18678
2776	231562	18595
2777	231638	18511
2778	231719	18427
2779	231813	18344
2780	231884	18260
2781	231966	18177
2782	232047	18093
2783	232110	18008
2784	232179	17924
2785	232249	17839
2786	232324	17755
2787	232412	17672
2788	232473	17587
2789	232540	17503
2790	232632	17420
2791	232710	17336
2792	232778	17252
2793	232856	17168
2794	232912	17083
2795	232986	16999
2796	233058	16914
2797	233124	16830
2798	233179	16744
2799	233254	16661
2800	233333	16577
2801	233403	16493
2802	233457	16407
2803	233540	16324
2804	233603	16239
2805	233675	16155
2806	233754	16072
2807	233809	15986
2808	233898	15904
2809	233965	15819
2810	234037	15735
2811	234098	15650
2812	234166	15566
2813	234244	15483
2814	234301	15398
2815	234382	15314
2816	234454	15230
2817	234527	15146
2818	234592	15062
2819	234649	14977
2820	234734	14894
2821	234822	14811
2822	234903	14728
2823	234959	14643
2824	235018	14558
2825	235082	14474
2826	235155	14390
2827	235240	14307
2828	235314	14223
2829	235384	14139
2830	235467	14056
2831	235550	13973
2832	235633	13890
2833	235709	13806
2834	235779	13722
2835	235853	13638
2836	235936	13555
2837	236017	13472
2838	236107	13389
2839	236172	13305
2840	236256	13222
2841	236325	13138
2842	236399	13054
2843	236487	12971
2844	236546	12887
2845	236616	12803
2846	236703	12720
2847	236786	12637
2848	236843	12552
2849	236934	12470
2850	237025	12387
2851	237109	12304
2852	237174	12220
2853	237243	12136
2854	237325	12053
2855	237399	11969
2856	237475	11886
2857	237547	11802
2858	237617	11718
2859	237679	11634
2860	237759	11551
2861	237844	11468
2862	237925	11385
2863	237989	11301
2864	238072	11218
2865	238141	11134
2866	238216	11050
2867	238290	10967
2868	238364	10883
2869	238448	10800
2870	238531	10717
2871	238614	10634
2872	238700	10551
2873	238759	10467
2874	238844	10384
2875	238916	10301
2876	238979	10217
2877	239066	10134
2878	239148	10051
2879	239221	9967
2880	239296	9884
2881	239362	9800
2882	239452	9717
2883	239515	9633
2884	239590	9550
2885	239661	9466
2886	239740	9383
2887	239823	9300
2888	239890	9216
2889	239980	9134
2890	240062	9051
2891	240146	8968
2892	240231	8885
2893	240296	8801
2894	240352	8717
2895	240431	8634
2896	240514	8551
2897	240584	8467
2898	240660	8384
2899	240737	8301
2900	240830	8218
2901	240929	8136
2902	240999	8052
2903	241076	7969
2904	241158	7886
2905	241229	7803
2906	241294	7719
2907	241370	7636
2908	241441	7552
2909	241513	7469
2910	241563	7385
2911	241651	7302
2912	241723	7219
2913	241807	7136
2914	241883	7053
2915	241962	6970
2916	242028	6886
2917	242085	6802
2918	242174	6720
2919	242254	6637
2920	242328	6553
2921	242400	6470
2922	242489	6387
2923	242573	6304
2924	242644	6221
2925	242728	6138
2926	242795	6055
2927	242868	5972
2928	242951	5889
2929	243040	5806
2930	243116	5723
2931	243196	5640
2932	243279	5557
2933	243367	5474
2934	243465	5391
2935	243552	5309
2936	243626	5225
2937	243694	5142
2938	243756	5059
2939	243837	4976
2940	243905	4893
2941	243980	4809
2942	244050	4726
2943	244114	4643
2944	244181	4560
2945	244245	4477
2946	244319	4393
2947	244398	4310
2948	244478	4228
2949	244550	4144
2950	244627	4061
2951	244714	3979
2952	244785	3896
2953	244877	3813
2954	244958	3730
2955	245027	3647
2956	245111	3564
2957	245194	3481
2958	245265	3398
2959	245336	3315
2960	245416	3232
2961	245497	3149
2962	245573	3066
2963	245644	2983
2964	245713	2900
2965	245794	2817
2966	245892	2734
2967	245980	2652
2968	246071	2569
2969	246154	2486
2970	246215	2403
2971	246289	2320
2972	246351	2237
2973	246425	2154
2974	246506	2071
2975	246576	1988
2976	246638	1905
2977	246715	1822
2978	246774	1739
2979	246838	1656
2980	246917	1573
2981	247006	1490
2982	247087	1408
2983	247145	1325
2984	247214	1242
2985	247287	1159
2986	247367	1076
2987	247438	993
2988	247514	910
2989	247580	828
2990	247656	745
2991	247733	662
2992	247797	579
2993	247865	496
2994	247936	413
2995	247999	331
2996	248090	248
2997	248167	165
2998	248241	82
2999	248321	0
