iter	RMSE
539	0.08631883625
540	0.08631127806
541	0.08625469836
542	0.08624107546
543	0.08616546191
544	0.08613264509
545	0.08610997167
546	0.08608714053
547	0.08607968531
548	0.08606362974
549	0.08605859189
550	0.08605619621
551	0.08604934559
552	0.08604586314
553	0.0860299721
554	0.08602404482
555	0.08601366518
556	0.08591645721
557	0.08590081787
558	0.08588770924
559	0.08588039834
560	0.08586574138
561	0.08585898969
562	0.08585417759
563	0.08585158123
564	0.08584159925
565	0.08581323059
566	0.08580544707
567	0.08578472881
568	0.08569544126
569	0.08568462635
570	0.08563417369
571	0.08559373672
572	0.08558008016
573	0.08555666862
574	0.08553897809
575	0.08552444879
576	0.0855214653
577	0.08551996636
578	0.08551147821
579	0.08550799772
580	0.08549669115
581	0.08549308591
582	0.0854387645
583	0.08541622234
584	0.08541216441
585	0.08540906228
586	0.08540583575
587	0.08540266646
588	0.08539952096
589	0.08535927893
590	0.0853541756
591	0.08532863044
592	0.08531720918
593	0.08531401746
594	0.0852955778
595	0.08527527665
596	0.08527314621
597	0.0852662662
598	0.08526196172
599	0.08522198527
600	0.08521111986
601	0.08516046816
602	0.08505880071
603	0.08504333489
604	0.08504013769
605	0.08501746103
606	0.08501428207
607	0.08500312595
608	0.08496204268
609	0.08495575738
610	0.08488857459
611	0.08488524171
612	0.08482681088
613	0.08482338894
614	0.08481846996
615	0.08480504961
616	0.08479477111
617	0.08479232527
618	0.08474500266
619	0.08473732337
620	0.08473454343
621	0.08468396825
622	0.08465534668
623	0.08464475097
624	0.08464173165
625	0.08462830739
626	0.08454673685
627	0.08453202734
628	0.08450796314
629	0.08450147014
630	0.08449054589
631	0.08447144801
632	0.0844653292
633	0.08445539607
634	0.08445172221
635	0.08444888936
636	0.08443937976
637	0.0844340516
638	0.08442571539
639	0.08442026063
640	0.0844162322
641	0.08439019026
642	0.0843843123
643	0.08438034505
644	0.0843754583
645	0.08432059603
646	0.08431868839
647	0.08431123659
648	0.08429424364
649	0.08427903472
650	0.08426841592
651	0.08421459405
652	0.08421018733
653	0.08420206169
654	0.08419362009
655	0.08413455365
656	0.08412495514
657	0.08411971869
658	0.08411341413
659	0.08411080771
660	0.08410521603
661	0.08408908933
662	0.0840604352
663	0.08404940991
664	0.08404493139
665	0.08402975509
666	0.08400132858
667	0.08398904146
668	0.08398443819
669	0.08395088551
670	0.08394489412
671	0.08393476807
672	0.08392869283
673	0.0839221015
674	0.08391641454
675	0.08390134637
676	0.0838917747
677	0.08386284383
678	0.08384890536
679	0.08383588007
680	0.08382967591
681	0.08382078281
682	0.08381102172
683	0.08380720757
684	0.08378618035
685	0.08378396332
686	0.08378010408
687	0.08377101565
688	0.08376785762
689	0.08376084421
690	0.08374982336
691	0.08371524521
692	0.08370178454
693	0.08369638503
694	0.08369388758
695	0.08369054615
696	0.08368328722
697	0.08367337347
698	0.08364290768
699	0.08363172972
700	0.08362708237
701	0.08358301248
702	0.08358022834
703	0.08355502031
704	0.08352823089
705	0.08352596302
706	0.08351066796
707	0.08350658588
708	0.08350194134
709	0.08349695429
710	0.08349436775
711	0.08349042667
712	0.08347882727
713	0.08347702756
714	0.08347413718
715	0.08346607684
716	0.0834436329
717	0.08344121106
718	0.08342554812
719	0.08341932813
720	0.08340682802
721	0.08340407715
722	0.08329283098
723	0.08328427761
724	0.08327306621
725	0.08326681032
726	0.08326543749
727	0.08325767566
728	0.08325219341
729	0.08325002591
730	0.08324798586
731	0.08324621058
732	0.0832422087
733	0.08322458051
734	0.08321984665
735	0.08321252704
736	0.08321023585
737	0.08320179665
738	0.08319890162
739	0.08319597704
740	0.0831948484
741	0.08319327809
742	0.08318908227
743	0.08316406986
744	0.08308724315
745	0.08308472248
746	0.08308315992
747	0.08307930744
748	0.08306119741
749	0.08305736848
750	0.08305498453
751	0.08301811062
752	0.08300957812
753	0.08297572964
754	0.08296795548
755	0.08295244434
756	0.08293535019
757	0.08289292198
758	0.08287683031
759	0.08287530816
760	0.08287284508
761	0.08287059869
762	0.08286939664
763	0.08286601704
764	0.08285533047
765	0.08285280274
766	0.08283685113
767	0.08283164167
768	0.08282496796
769	0.08280660017
770	0.08280536762
771	0.08269719635
772	0.08268885291
773	0.08258906877
774	0.08257165713
775	0.08256852491
776	0.0825629969
777	0.08256154314
778	0.08255571795
779	0.08254993686
780	0.08251597652
781	0.08248633544
782	0.08247241184
783	0.08246657293
784	0.08246477835
785	0.08246374119
786	0.08245387886
787	0.08244912551
788	0.08241923996
789	0.08237344594
790	0.08237100255
791	0.08236940414
792	0.08236740423
793	0.08236604367
794	0.08236339684
795	0.08236056403
796	0.08235973623
797	0.0823435949
798	0.08234015157
799	0.08231865787
800	0.08219532195
801	0.08217101064
802	0.08216749052
803	0.08216390813
804	0.08216210198
805	0.08215744852
806	0.08215609194
807	0.08215558756
808	0.08215381601
809	0.0821507921
810	0.08214659522
811	0.08209530842
812	0.08209453513
813	0.08209230474
814	0.08198028195
815	0.08197660175
816	0.08197440052
817	0.08197302098
818	0.08197231876
819	0.08193088919
820	0.08193002466
821	0.08192331488
822	0.08191967946
823	0.08191147612
824	0.08190899901
825	0.08185657335
826	0.08184125812
827	0.08180962352
828	0.0818077771
829	0.08179109759
830	0.08178822749
831	0.08173705796
832	0.08173391374
833	0.0817331695
834	0.08171795605
835	0.08171690691
836	0.08171173347
837	0.08165310411
838	0.0816352628
839	0.08160239767
840	0.08159987115
841	0.08159571849
842	0.08159220356
843	0.08158599392
844	0.08158563864
845	0.08154197744
846	0.08154016502
847	0.08152937477
848	0.08152756957
849	0.08152454748
850	0.08152356847
851	0.08150367519
852	0.08150286874
853	0.08150136351
854	0.08147754412
855	0.0814762188
856	0.08147276136
857	0.08147085219
858	0.08146882522
859	0.08146785556
860	0.08146674306
861	0.08146619433
862	0.0814643727
863	0.08146102
864	0.08145781502
865	0.0814570056
866	0.08144217416
867	0.08143023537
868	0.08142921261
869	0.08142675593
870	0.08142481309
871	0.0814084237
872	0.08138478779
873	0.08137909659
874	0.08137778974
875	0.08137653053
876	0.08137579557
877	0.08137226613
878	0.08136953178
879	0.08136514157
880	0.08133818551
881	0.08131488063
882	0.081262034
883	0.08126116486
884	0.08126061474
885	0.08125977322
886	0.0812580374
887	0.08125549012
888	0.08125415365
889	0.0812305985
890	0.08122993258
891	0.08122969385
892	0.08122423053
893	0.08111817838
894	0.08111318318
895	0.08111242066
896	0.08111163045
897	0.08111101892
898	0.08110883446
899	0.08110459877
900	0.08109717382
901	0.08101153134
902	0.08101081322
903	0.08096892697
904	0.08096213502
905	0.08094488029
906	0.0809445802
907	0.08094388418
908	0.08094314528
909	0.0809021071
910	0.08090142333
911	0.08090076731
912	0.08086423634
913	0.08078254663
914	0.08078211959
915	0.08078148535
916	0.08078090416
917	0.08077977463
918	0.08077236025
919	0.08077184218
920	0.08077128114
921	0.08076899146
922	0.08076811955
923	0.08076630745
924	0.08076511959
925	0.08076459641
926	0.08076420719
927	0.08072519707
928	0.08072458514
929	0.08072398331
930	0.08070275727
931	0.08070116376
932	0.08068403032
933	0.08068344084
934	0.0806824491
935	0.08068187732
936	0.0806814042
937	0.08067986341
938	0.08067931185
939	0.08067541796
940	0.08067488155
941	0.08064396642
942	0.08063993665
943	0.0806200203
944	0.08060337357
945	0.08059909359
946	0.08059527433
947	0.08059471713
948	0.08052161442
949	0.08052112008
950	0.08048177909
951	0.08048012287
952	0.0804696141
953	0.08046536759
954	0.08046497945
955	0.08046083164
956	0.08045915723
957	0.0804551994
958	0.08045482137
959	0.08044039134
960	0.0804395996
961	0.08043920627
962	0.08043564842
963	0.08042615414
964	0.08036313
965	0.08033057281
966	0.08029746857
967	0.08029653815
968	0.08029231808
969	0.08029195199
970	0.08028796303
971	0.08028787913
972	0.08026735155
973	0.08026024844
974	0.08025388232
975	0.0802533838
976	0.08024957098
977	0.08024758438
978	0.080247213
979	0.08024496433
980	0.08023999872
981	0.08023887429
982	0.08021566482
983	0.08021528311
984	0.0802133491
985	0.08021233118
986	0.08017471764
987	0.08017281829
988	0.08016318084
989	0.08016087634
990	0.08015962348
991	0.08014911089
992	0.0801475675
993	0.08014237936
994	0.0801355199
995	0.08013400426
996	0.08013173204
997	0.08013046598
998	0.08012623207
999	0.08012589834
1000	0.08012543723
1001	0.08012278771
1002	0.08012223996
1003	0.08011893046
1004	0.08011573803
1005	0.08010012053
1006	0.08009715417
1007	0.08009660369
1008	0.08009222781
1009	0.08008972247
1010	0.08008504545
1011	0.08008253479
1012	0.0800807607
1013	0.08007904776
1014	0.0800512277
1015	0.08002313777
1016	0.08001980632
1017	0.08001948745
1018	0.08001706146
1019	0.08001670687
1020	0.08001619411
1021	0.08001598237
1022	0.08001312769
1023	0.08000042961
1024	0.07999901603
1025	0.07999149101
1026	0.07998860738
1027	0.07996645609
1028	0.07996364814
1029	0.07996077627
1030	0.07995912202
1031	0.0799587442
1032	0.07994907073
1033	0.07994649962
1034	0.0799459379
1035	0.07991645213
1036	0.07990469156
1037	0.07990433391
1038	0.07990395072
1039	0.07990224165
1040	0.07979445553
1041	0.07977010343
1042	0.07973136729
1043	0.07972983374
1044	0.0797257885
1045	0.07972466962
1046	0.07971574107
1047	0.07971364898
1048	0.07970063426
1049	0.07970025521
1050	0.07969711004
1051	0.07969429004
1052	0.07969008674
1053	0.07968976399
1054	0.07968832441
1055	0.0796880119
1056	0.07968537345
1057	0.07968458959
1058	0.07968387232
1059	0.07967630216
1060	0.07967532606
1061	0.07967472143
1062	0.0796731996
1063	0.07967204923
1064	0.07966588209
1065	0.07966583597
1066	0.07965898928
1067	0.07965809241
1068	0.07965621406
1069	0.07964738291
1070	0.07964128819
1071	0.07963981441
1072	0.07963664122
1073	0.07963502895
1074	0.07963027395
1075	0.07962977921
1076	0.07960819732
1077	0.07960789219
1078	0.07959455756
1079	0.07959390103
1080	0.07959218274
1081	0.07959091836
1082	0.07957988689
1083	0.07949687999
1084	0.07949385002
1085	0.07949354445
1086	0.07949204996
1087	0.07948898387
1088	0.07948774353
1089	0.07948074282
1090	0.07947954601
1091	0.07947887055
1092	0.07947648199
1093	0.07943870505
1094	0.07943814744
1095	0.07939231026
1096	0.07939199145
1097	0.07939164692
1098	0.07939102985
1099	0.07938441402
1100	0.07938340348
1101	0.07937471685
1102	0.07937353902
1103	0.07935381672
1104	0.0793533537
1105	0.0793531299
1106	0.07935089705
1107	0.07933455265
1108	0.0793340432
1109	0.07932052357
1110	0.07931420556
1111	0.0793139971
1112	0.07929904028
1113	0.07927801978
1114	0.07927780864
1115	0.0792727052
1116	0.07925578064
1117	0.07924602909
1118	0.07922531143
1119	0.07922455909
1120	0.07920719128
1121	0.07920363221
1122	0.07920255493
1123	0.07919427118
1124	0.07919288962
1125	0.07919259062
1126	0.07917940003
1127	0.07916163553
1128	0.07915602431
1129	0.07915548019
1130	0.0791541521
1131	0.07915161191
1132	0.07914618826
1133	0.0791392992
1134	0.07913754266
1135	0.07913230119
1136	0.07912385789
1137	0.07912218614
1138	0.07909626704
1139	0.07909249135
1140	0.07909119833
1141	0.07909075184
1142	0.07908952848
1143	0.07908899423
1144	0.07908395603
1145	0.07908216213
1146	0.07907802439
1147	0.07907761654
1148	0.07904046762
1149	0.07903646199
1150	0.07903454821
1151	0.07902976483
1152	0.07902798778
1153	0.0790240616
1154	0.07902251174
1155	0.07902223017
1156	0.07902107809
1157	0.07901619315
1158	0.07901566614
1159	0.07901086354
1160	0.07900951494
1161	0.07900849959
1162	0.07898614838
1163	0.0789702894
1164	0.07893813263
1165	0.07893581563
1166	0.0789346597
1167	0.07893414508
1168	0.07892918493
1169	0.07892902459
1170	0.07892635818
1171	0.07889983662
1172	0.07889874742
1173	0.07889629732
1174	0.07889517962
1175	0.07886815064
1176	0.07883417855
1177	0.07881958389
1178	0.07879494604
1179	0.07874787389
1180	0.07874643524
1181	0.07874483066
1182	0.07874384042
1183	0.07874289682
1184	0.07874218653
1185	0.07874123514
1186	0.07874088517
1187	0.07874062075
1188	0.07873942306
1189	0.0787391716
1190	0.07872532164
1191	0.07872107438
1192	0.07871857467
1193	0.07868886245
1194	0.07865254728
1195	0.07865233187
1196	0.07862452103
1197	0.07853122032
1198	0.07851928347
1199	0.0785180798
1200	0.07850493709
1201	0.07850039708
1202	0.07848143331
1203	0.07848090532
1204	0.07848061401
1205	0.07847747198
1206	0.0784772821
1207	0.07846015214
1208	0.07842840304
1209	0.07841946746
1210	0.07841813732
1211	0.07838939711
1212	0.07838869402
1213	0.07838314727
1214	0.07836080264
1215	0.07835603806
1216	0.07835122628
1217	0.07832177347
1218	0.07830608493
1219	0.07829891078
1220	0.07829833724
1221	0.07829599089
1222	0.07828417983
1223	0.07825416443
1224	0.07824752293
1225	0.07824524809
1226	0.07823307453
1227	0.07823082015
1228	0.07822917629
1229	0.07819281731
1230	0.07815177145
1231	0.07814365582
1232	0.07814165748
1233	0.07814126041
1234	0.07810989652
1235	0.07810939738
1236	0.07810165893
1237	0.0780953547
1238	0.07809089805
1239	0.07809033343
1240	0.07802970509
1241	0.07799438113
1242	0.07799393097
1243	0.07799041862
1244	0.07797531001
1245	0.07796628847
1246	0.0779649794
1247	0.07796306549
1248	0.07791748968
1249	0.07790684747
1250	0.07789341032
1251	0.07789278924
1252	0.07787903514
1253	0.07785965787
1254	0.07785488883
1255	0.07784859346
1256	0.07784426953
1257	0.07783772154
1258	0.07783248696
1259	0.07783062749
1260	0.07782995871
1261	0.07782848997
1262	0.07782597733
1263	0.07781774116
1264	0.07780854395
1265	0.07780793006
1266	0.07775160249
1267	0.07775121393
1268	0.07775035806
1269	0.07774901647
1270	0.07774843099
1271	0.07774772999
1272	0.07774447432
1273	0.07773701728
1274	0.07773617963
1275	0.0776771249
1276	0.07767669393
1277	0.07766998727
1278	0.0776693171
1279	0.07763514908
1280	0.07763433136
1281	0.07762970099
1282	0.07758237439
1283	0.07757945647
1284	0.07757438076
1285	0.07756871788
1286	0.07756425202
1287	0.07756404938
1288	0.07756036491
1289	0.07755644076
1290	0.07753662746
1291	0.07753322339
1292	0.07752145937
1293	0.07751670113
1294	0.07741663396
1295	0.07740563018
1296	0.07740543503
1297	0.07740505529
1298	0.07740405318
1299	0.0774036075
1300	0.07740303787
1301	0.07739923497
1302	0.07739711191
1303	0.07736416404
1304	0.07736371813
1305	0.07736352288
1306	0.07736309808
1307	0.0773627366
1308	0.07735719544
1309	0.07735642493
1310	0.07735155889
1311	0.07735120263
1312	0.07735085429
1313	0.07735050331
1314	0.07734640752
1315	0.07734247779
1316	0.07734170713
1317	0.07733921826
1318	0.07732872348
1319	0.07732809259
1320	0.07732745377
1321	0.07732389794
1322	0.07732349139
1323	0.07732277334
1324	0.07732168305
1325	0.07731256148
1326	0.07731212319
1327	0.07730938782
1328	0.07730695864
1329	0.07730668931
1330	0.07729999545
1331	0.07729930094
1332	0.07729903423
1333	0.07729530807
1334	0.07729464258
1335	0.07729150779
1336	0.07729117767
1337	0.07728851814
1338	0.0772876862
1339	0.07728390667
1340	0.0772803594
1341	0.07727813006
1342	0.07727551499
1343	0.07727261982
1344	0.07727228434
1345	0.07726945509
1346	0.07726852519
1347	0.07726353209
1348	0.07726310674
1349	0.07724963953
1350	0.07724646857
1351	0.07724618053
1352	0.07723243286
1353	0.07722030052
1354	0.07721705698
1355	0.07721667631
1356	0.07721328722
1357	0.07721040293
1358	0.07720998258
1359	0.07720963888
1360	0.07720701885
1361	0.07720444103
1362	0.07720210109
1363	0.0772015432
1364	0.07714261105
1365	0.07714224589
1366	0.07714147058
1367	0.07713712553
1368	0.07713633959
1369	0.07713540279
1370	0.07713458508
1371	0.07713182488
1372	0.07712808006
1373	0.07712747928
1374	0.07712716699
1375	0.0771244277
1376	0.0771241445
1377	0.07711769154
1378	0.07711413927
1379	0.07711053654
1380	0.07711018712
1381	0.07710970003
1382	0.07710717191
1383	0.07710615798
1384	0.07710368269
1385	0.07710329881
1386	0.07710152766
1387	0.07710034158
1388	0.07709787669
1389	0.07709700032
1390	0.07709669055
1391	0.0770964655
1392	0.07709390252
1393	0.07709364304
1394	0.07709211526
1395	0.07708609655
1396	0.0770846004
1397	0.07708206881
1398	0.07708161862
1399	0.07708139352
1400	0.077077731
1401	0.07707754827
1402	0.07707707952
1403	0.07707651277
1404	0.07707539251
1405	0.07707498996
1406	0.07707459005
1407	0.07707318637
1408	0.07707216936
1409	0.07706990751
1410	0.07706776743
1411	0.07706473466
1412	0.07702528463
1413	0.07702371309
1414	0.07702316981
1415	0.07701233775
1416	0.07700941413
1417	0.07700921798
1418	0.07700903509
1419	0.07700733069
1420	0.07700487607
1421	0.0770032352
1422	0.07700299397
1423	0.07700245849
1424	0.07700074865
1425	0.07699919517
1426	0.0769982408
1427	0.07696879536
1428	0.07696673204
1429	0.07696646682
1430	0.076965337
1431	0.07696502935
1432	0.0769647217
1433	0.07696397908
1434	0.0769611942
1435	0.07691849861
1436	0.0769181377
1437	0.07688726513
1438	0.07688705805
1439	0.07688688283
1440	0.07688667044
1441	0.07688631999
1442	0.07688612353
1443	0.07687915143
1444	0.07687893902
1445	0.07687832833
1446	0.07687812919
1447	0.07687704056
1448	0.07687655465
1449	0.07687456851
1450	0.07687262745
1451	0.07687241237
1452	0.07687219994
1453	0.07687199016
1454	0.0768703677
1455	0.07686906121
1456	0.07686875848
1457	0.07686620384
1458	0.07686570193
1459	0.07686284178
1460	0.07686234251
1461	0.07686196539
1462	0.0768609323
1463	0.07686047285
1464	0.07686022321
1465	0.07686003199
1466	0.07685984343
1467	0.07685958847
1468	0.07685879968
1469	0.07685758329
1470	0.0768565767
1471	0.07683138642
1472	0.07677770565
1473	0.07677719785
1474	0.07677695591
1475	0.07677680702
1476	0.07677617425
1477	0.0767759456
1478	0.07677565048
1479	0.07677216747
1480	0.07677133791
1481	0.07677112786
1482	0.07677100289
1483	0.07674278424
1484	0.07674193574
1485	0.07674176551
1486	0.07674107659
1487	0.07674022275
1488	0.07673935826
1489	0.076738398
1490	0.07673791121
1491	0.0767374324
1492	0.07673710522
1493	0.07673621409
1494	0.07673575123
1495	0.07673559429
1496	0.07671840004
1497	0.07671767366
1498	0.07671673442
1499	0.07671629805
1500	0.0767161517
